Year,Organization,Electricity Use - Grid Purchase (kWh),Natural Gas Use (GJ)
2023,City of Toronto,48591690.5,77384.2
2023,City of Toronto,129812673.3,222491
2023,City of Toronto,Not Available,Not Available
2023,City of Toronto,358607.1,1586.5
2023,City of Toronto,150311.1,758
2023,City of Toronto,Not Available,Not Available
2023,City of Toronto,386673.4,1622.1
2023,City of Toronto,118100.8,480.6
2023,City of Toronto,1016888.8,Not Available
2023,City of Toronto,1888490.7,2208
2023,City of Toronto,Not Available,42.1
2023,City of Toronto,Not Available,Not Available
2023,City of Toronto,263903.9,Not Available
2023,City of Toronto,Not Available,9.7
2023,City of Toronto,172136.3,1291
2023,City of Toronto,212554.2,551.8
2023,City of Toronto,261549.1,0
2023,City of Toronto,Not Available,Not Available
2023,City of Toronto,617668.4,2520.3
2023,City of Toronto,316044.8,Not Available
2023,City of Toronto,120849.1,Not Available
2023,City of Toronto,356965.3,2167.7
2023,City of Toronto,509761.9,1783.2
2023,City of Toronto,396933.5,Not Available
2023,City of Toronto,40045.2,Not Available
2023,City of Toronto,357905.6,5284.7
2023,City of Toronto,313525.3,972.8
2023,City of Toronto,259149.3,Not Available
2023,City of Toronto,515747.5,2607.3
2023,City of Toronto,404399.7,4113.2
2023,City of Toronto,341542.2,1362.2
2023,City of Toronto,1206433.4,15915.8
2023,City of Toronto,137521.4,212.3
2023,City of Toronto,556545.9,1210.3
2023,City of Toronto,369061.8,1069.4
2023,City of Toronto,31550.3,Not Available
2023,City of Toronto,36743.3,Not Available
2023,City of Toronto,Not Available,Not Available
2023,City of Toronto,Not Available,Not Available
2023,City of Toronto,336.6,Not Available
2023,City of Toronto,2701.8,Not Available
2023,City of Toronto,Not Available,Not Available
2023,City of Toronto,1253064.8,241.7
2023,City of Toronto,1184.5,Not Available
2023,City of Toronto,3472.4,370.7
2023,City of Toronto,311606.7,4176.4
2023,City of Toronto,143003.5,1462.6
2023,City of Toronto,28068,457.1
2023,City of Toronto,22302.1,570.5
2023,City of Toronto,17920.9,94.9
2023,City of Toronto,358011.5,Not Available
2023,City of Toronto,Not Available,431.1
2023,City of Toronto,Not Available,1025.1
2023,City of Toronto,Not Available,752.3
2023,City of Toronto,Not Available,499
2023,City of Toronto,846682.2,3326.4
2023,City of Toronto,251110,625.8
2023,City of Toronto,152512.3,1098.5
2023,City of Toronto,2454423.6,13172.3
2023,City of Toronto,29309.9,152
2023,City of Toronto,54167.3,Not Available
2023,City of Toronto,299230.2,1300.3
2023,City of Toronto,72369.5,416.3
2023,City of Toronto,37090.9,90.8
2023,City of Toronto,7251.5,Not Available
2023,City of Toronto,Not Available,-12.4
2023,City of Toronto,616491.9,2577
2023,City of Toronto,Not Available,1492.4
2023,City of Toronto,104070.9,1316.5
2023,City of Toronto,Not Available,Not Available
2023,City of Toronto,51156.5,673.6
2023,City of Toronto,1112931,10946.7
2023,City of Toronto,72764,529.8
2023,City of Toronto,1602127.3,6688.6
2023,City of Toronto,227057.9,1301.1
2023,City of Toronto,1079981,11469.2
2023,City of Toronto,139394,1058.3
2023,City of Toronto,27416.9,Not Available
2023,City of Toronto,346761.3,1741.9
2023,City of Toronto,19046.5,Not Available
2023,City of Toronto,363470.5,6816.9
2023,City of Toronto,Not Available,Not Available
2023,City of Toronto,198633.5,2045.1
2023,City of Toronto,Not Available,2232.4
2023,City of Toronto,12467228.5,19727.4
2023,City of Toronto,108725.7,768.6
2023,City of Toronto,Not Available,Not Available
2023,City of Toronto,154714.7,Not Available
2023,City of Toronto,107117.6,Not Available
2023,City of Toronto,Not Available,Not Available
2023,City of Toronto,180206,1559
2023,City of Toronto,228508.3,1808.8
2023,City of Toronto,5267040,77388.6
2023,City of Toronto,606410.2,2476.1
2023,City of Toronto,333129.9,1518.5
2023,City of Toronto,Not Available,Not Available
2023,City of Toronto,204412.6,2854.1
2023,City of Toronto,472117.9,2520.1
2023,City of Toronto,192206.8,3708.9
2023,City of Toronto,84975.1,Not Available
2023,City of Toronto,36429.1,213.1
2023,City of Toronto,75428.7,869.5
2023,City of Toronto,42036,Not Available
2023,City of Toronto,Not Available,664
2023,City of Toronto,8755.7,563.8
2023,City of Toronto,Not Available,Not Available
2023,City of Toronto,30345.9,Not Available
2023,City of Toronto,340960.7,Not Available
2023,City of Toronto,169058.6,1400
2023,City of Toronto,80731.3,130.3
2023,City of Toronto,1887894,16627.4
2023,City of Toronto,39085.7,1513.6
2023,City of Toronto,300074.7,797.4
2023,City of Toronto,256356,1713
2023,City of Toronto,854541.3,Not Available
2023,City of Toronto,26720.9,Not Available
2023,City of Toronto,53305.5,Not Available
2023,City of Toronto,37543.9,Not Available
2023,City of Toronto,37674,Not Available
2023,City of Toronto,12156.5,70.1
2023,City of Toronto,14066.1,Not Available
2023,City of Toronto,58140.2,Not Available
2023,City of Toronto,643545,Not Available
2023,City of Toronto,451817.6,Not Available
2023,City of Toronto,279210.5,Not Available
2023,City of Toronto,667770.3,Not Available
2023,City of Toronto,251500.4,Not Available
2023,City of Toronto,252274.2,Not Available
2023,City of Toronto,Not Available,Not Available
2023,City of Toronto,322142.1,Not Available
2023,City of Toronto,184180.2,Not Available
2023,City of Toronto,Not Available,Not Available
2023,City of Toronto,155686.4,Not Available
2023,City of Toronto,5733.6,Not Available
2023,City of Toronto,58085,Not Available
2023,City of Toronto,80387.1,Not Available
2023,City of Toronto,167845.8,Not Available
2023,City of Toronto,674975.9,Not Available
2023,City of Toronto,236161.1,Not Available
2023,City of Toronto,113738.1,Not Available
2023,City of Toronto,352934.2,Not Available
2023,City of Toronto,211.2,Not Available
2023,City of Toronto,18275.7,Not Available
2023,City of Toronto,144511.6,Not Available
2023,City of Toronto,9416.5,Not Available
2023,City of Toronto,901.8,Not Available
2023,City of Toronto,161649.7,Not Available
2023,City of Toronto,408878.7,Not Available
2023,City of Toronto,1937.6,Not Available
2023,City of Toronto,3411.5,Not Available
2023,City of Toronto,295278.5,Not Available
2023,City of Toronto,Not Available,Not Available
2023,City of Toronto,714,Not Available
2023,City of Toronto,4629,Not Available
2023,Utilities Kingston,396422,1193.9
2023,Utilities Kingston,3060,Not Available
2023,Utilities Kingston,0,Not Available
2023,City of Brantford,27254,Not Available
2023,City of Brantford,125781,Not Available
2023,City of Cambridge,514,Not Available
2023,City of Cornwall,12212,Not Available
2023,City of Sault Ste. Marie,28655,1200.3
2023,County of Oxford,8128,61.1
2023,County of Oxford,10210,106
2023,Dunnville Haldimand War Memorial Hospital,10829.1,75.1
2023,Dunnville Haldimand War Memorial Hospital,205742.6,Not Available
2023,Dunnville Haldimand War Memorial Hospital,15564.6,178
2023,Dunnville Haldimand War Memorial Hospital,7517.2,61.4
2023,Dunnville Haldimand War Memorial Hospital,25409.9,229.5
2023,Dunnville Haldimand War Memorial Hospital,8865.1,101.7
2023,Dunnville Haldimand War Memorial Hospital,2344.5,98.4
2023,Dunnville Haldimand War Memorial Hospital,Not Available,Not Available
2023,Municipality of Thames Centre,16509.6,60.5
2023,Municipality of West Nipissing,29045,Not Available
2023,Region of Niagara,730514,8448
2023,Region of Niagara,1691694.1,13999.7
2023,Region of Niagara,138714.8,2635
2023,Township of Central Frontenac,Not Available,Not Available
2023,Township of Central Frontenac,Not Available,Not Available
2023,Township of Russell,9215,98.6
2023,Township of Russell,16618,Not Available
2023,Township of Wollaston,Not Available,Not Available
2023,Township of Wollaston,874,Not Available
2023,City of Toronto,1450.5,Not Available
2023,City of Toronto,4526429.1,Not Available
2023,City of Toronto,18587012.8,Not Available
2023,City of Toronto,30995841.6,Not Available
2023,City of Toronto,28792026.8,Not Available
2023,City of Toronto,28544612,Not Available
2023,City of Toronto,4596003.8,Not Available
2023,City of Toronto,93715,Not Available
2023,City of Toronto,1101995.4,Not Available
2023,City of Toronto,14755,Not Available
2023,City of Toronto,1097040.9,279
2023,City of Toronto,894717.1,Not Available
2023,City of Toronto,8872938.3,52.8
2023,City of Toronto,1352645.1,11989
2023,City of Toronto,1185948.7,2097.1
2023,City of Toronto,2187510.3,2569.9
2023,City of Toronto,740343.7,Not Available
2023,City of Toronto,Not Available,Not Available
2023,City of Toronto,2288.9,Not Available
2023,City of Toronto,Not Available,Not Available
2023,City of Toronto,Not Available,Not Available
2023,City of Toronto,210.6,Not Available
2023,City of Toronto,Not Available,Not Available
2023,City of Toronto,7965.7,Not Available
2023,City of Toronto,7903.1,Not Available
2023,City of Toronto,4023.4,Not Available
2023,City of Toronto,8041.8,Not Available
2023,City of Toronto,Not Available,Not Available
2023,City of Toronto,Not Available,Not Available
2023,City of Toronto,Not Available,Not Available
2023,City of Toronto,3464.4,Not Available
2023,City of Toronto,Not Available,Not Available
2023,City of Toronto,40382.5,Not Available
2023,City of Toronto,Not Available,Not Available
2023,City of Toronto,98843.9,Not Available
2023,City of Toronto,593,0
2023,City of Toronto,235.1,Not Available
2023,City of Toronto,37.8,Not Available
2023,City of Toronto,15741707.6,7775.5
2023,City of Toronto,499511.1,Not Available
2023,City of Toronto,901.8,Not Available
2023,City of Toronto,8909.9,Not Available
2023,City of Toronto,45899.2,Not Available
2023,City of Toronto,186174.5,Not Available
2023,City of Toronto,592199.1,Not Available
2023,City of Toronto,45929.9,Not Available
2023,City of Toronto,Not Available,Not Available
2023,City of Toronto,4914.9,Not Available
2023,City of Toronto,64581.5,Not Available
2023,City of Toronto,10527.4,Not Available
2023,City of Toronto,1386.5,Not Available
2023,City of Toronto,901.8,Not Available
2023,City of Toronto,837.2,Not Available
2023,City of Toronto,96853.2,Not Available
2023,City of Toronto,901.8,Not Available
2023,City of Toronto,4785.3,Not Available
2023,City of Toronto,14939.2,Not Available
2023,City of Toronto,484.7,Not Available
2023,City of Toronto,4446840,45849.1
2023,City of Toronto,150202.1,Not Available
2023,City of Toronto,Not Available,Not Available
2023,City of Toronto,6976622,Not Available
2023,City of Toronto,748745.5,Not Available
2023,City of Toronto,611289.8,Not Available
2023,City of Toronto,7315055.3,Not Available
2023,City of Toronto,1400274.3,Not Available
2023,City of Toronto,14019895.7,Not Available
2023,City of Toronto,5340339.5,Not Available
2023,City of Toronto,3748037.5,50073.4
2023,City of Toronto,190858.6,Not Available
2023,City of Toronto,1281344.2,Not Available
2023,City of Toronto,7455885,Not Available
2023,City of Toronto,543125.4,Not Available
2023,City of Toronto,2099362.9,Not Available
2023,City of Toronto,2432.6,Not Available
2023,City of Toronto,5350553.5,Not Available
2023,City of Toronto,489487.5,Not Available
2023,City of Toronto,462878.9,Not Available
2023,City of Toronto,312315.6,Not Available
2023,City of Toronto,267919.2,Not Available
2023,City of Toronto,1045131.1,Not Available
2023,City of Toronto,466019.3,3929.3
2023,City of Toronto,2885688.9,Not Available
2023,City of Toronto,4647145.3,15693.8
2023,City of Toronto,3582733.6,Not Available
2023,City of Toronto,617811.4,Not Available
2023,City of Toronto,9839057.3,Not Available
2023,City of Toronto,4670782.5,Not Available
2023,City of Toronto,337142.2,Not Available
2023,City of Toronto,7082111.1,Not Available
2023,City of Toronto,48668.1,Not Available
2023,City of Toronto,579521.2,Not Available
2023,City of Toronto,6917384.1,Not Available
2023,City of Toronto,473603.9,Not Available
2023,City of Toronto,857039.2,Not Available
2023,City of Toronto,506242.5,20.6
2023,City of Toronto,1342067.4,Not Available
2023,City of Toronto,2888244.1,24488.5
2023,City of Toronto,867359.3,Not Available
2023,City of Toronto,3047201,Not Available
2023,City of Toronto,9471873.2,Not Available
2023,City of Toronto,7832471.8,Not Available
2023,City of Toronto,9523330,Not Available
2023,City of Toronto,2411.8,Not Available
2023,City of Toronto,3302101,Not Available
2023,City of Toronto,448136,Not Available
2023,City of Toronto,5138321.2,Not Available
2023,City of Toronto,7708615.3,Not Available
2023,City of Toronto,300289.8,Not Available
2023,City of Toronto,30325.1,Not Available
2023,City of Toronto,1920351,Not Available
2023,City of Toronto,501334,Not Available
2023,City of Toronto,Not Available,Not Available
2023,City of Toronto,20159480.9,Not Available
2023,City of Toronto,3147238.3,90315.4
2023,City of Toronto,109833.6,Not Available
2023,City of Toronto,391115.2,Not Available
2023,City of Toronto,5471490.9,Not Available
2023,City of Toronto,6056150.8,Not Available
2023,City of Toronto,813777.2,Not Available
2023,City of Toronto,962.9,Not Available
2023,City of Toronto,3393.2,Not Available
2023,City of Toronto,3863566.8,Not Available
2023,City of Toronto,583115.5,Not Available
2023,City of Toronto,833981.6,Not Available
2023,City of Toronto,6858890.1,Not Available
2023,City of Toronto,538379.3,Not Available
2023,City of Toronto,4122.1,Not Available
2023,City of Toronto,2786.3,Not Available
2023,City of Toronto,4122627.2,Not Available
2023,City of Toronto,2041020.2,19225.4
2023,City of Toronto,293873.3,Not Available
2023,City of Toronto,2301165.8,Not Available
2023,City of Toronto,515355.7,Not Available
2023,City of Toronto,774080.4,Not Available
2023,City of Toronto,4659978.8,Not Available
2023,City of Toronto,2626895.9,Not Available
2023,City of Toronto,4368539.3,Not Available
2023,City of Toronto,2398271.3,Not Available
2023,City of Toronto,220178.7,Not Available
2023,City of Toronto,583305.5,Not Available
2023,City of Toronto,4548122.4,91504.8
2023,City of Toronto,2977380.4,1747.2
2023,City of Toronto,3945970.5,36339.9
2023,City of Toronto,7420.9,Not Available
2023,City of Toronto,258470.6,Not Available
2023,City of Toronto,3991.6,Not Available
2023,City of Toronto,4890.6,Not Available
2023,City of Toronto,28806.9,Not Available
2023,City of Toronto,527612.9,Not Available
2023,City of Toronto,25426518.9,40882.8
2023,City of Toronto,171.4,Not Available
2023,City of Toronto,4878931.3,Not Available
2023,City of Toronto,364634.5,Not Available
2023,City of Toronto,1431498.9,Not Available
2023,City of Toronto,790074.5,Not Available
2023,City of Toronto,873.7,Not Available
2023,City of Toronto,956.2,Not Available
2023,City of Toronto,704112.9,Not Available
2023,City of Toronto,2960364.3,Not Available
2023,City of Toronto,10127823.5,Not Available
2023,City of Toronto,7926212.4,Not Available
2023,City of Toronto,8826852.6,Not Available
2023,City of Toronto,516816.1,Not Available
2023,City of Toronto,384230,Not Available
2023,City of Toronto,278377,Not Available
2023,City of Toronto,2681508.8,39967.6
2023,City of Toronto,9197553.8,Not Available
2023,City of Toronto,808.4,Not Available
2023,City of Toronto,7826649.7,11997
2023,City of Toronto,276717.5,Not Available
2023,City of Toronto,0,Not Available
2023,City of Toronto,12238.4,Not Available
2023,City of Toronto,477417.1,Not Available
2023,City of Toronto,4871422.8,6614.3
2023,City of Toronto,4913183.6,Not Available
2023,City of Toronto,5444020.6,Not Available
2023,City of Toronto,442053.5,Not Available
2023,City of Toronto,401827.3,Not Available
2023,City of Toronto,682768.8,Not Available
2023,City of Toronto,379965.5,Not Available
2023,City of Toronto,817713,Not Available
2023,City of Toronto,2064242.6,Not Available
2023,City of Toronto,321418.2,Not Available
2023,City of Toronto,2580738.6,Not Available
2023,City of Toronto,242880.4,Not Available
2023,City of Toronto,7159519.3,94952.9
2023,City of Toronto,1583140.2,Not Available
2023,City of Toronto,820512.3,Not Available
2023,City of Toronto,3732984.2,Not Available
2023,City of Toronto,38716.5,Not Available
